PDF File Name,Cosine Similarity
12674256.pdf,0.9405323531057721
16507693.pdf,0.9361401248842235
17312146.pdf,0.9322141155048964
10953078.pdf,0.9268223874501544
54246169.pdf,0.9249616834989716
19532392.pdf,0.9214695728991185
37292350.pdf,0.9165991976859087
29142288.pdf,0.916558660656475
29746235.pdf,0.9160724641426139
11197262.pdf,0.9140582803664286
28733974.pdf,0.9138426689306868
12341902.pdf,0.9132529088335767
16661264.pdf,0.9130393009289893
69859102.pdf,0.9129035597275303
11813872.pdf,0.9128430711564859
37201447.pdf,0.9111613690906821
29510501.pdf,0.9106829040615091
21868149.pdf,0.9097195978948163
20006992.pdf,0.9095155601681115
15053703.pdf,0.9057644586705025
18264694.pdf,0.9052300434214808
17640785.pdf,0.9041843315828884
69336473.pdf,0.903384579755471
17499196.pdf,0.9022004744541394
29897742.pdf,0.9019966027713734
55500538.pdf,0.8995723483156419
69360287.pdf,0.8994334781623108
62994611.pdf,0.8993344584251108
34141299.pdf,0.8976295460814399
26835781.pdf,0.8948455459758828
79536879.pdf,0.893552054734629
16172429.pdf,0.8930952107657623
30437583.pdf,0.8926951472788552
24397882.pdf,0.887217361235245
89740812.pdf,0.8868980074899868
21134923.pdf,0.8857255104131226
84512719.pdf,0.8856246557387139
24416961.pdf,0.8847707294762035
28247753.pdf,0.8844596356038881
81042872.pdf,0.8833287056312398
23631188.pdf,0.8817915506350733
11676151.pdf,0.8803225986999295
27689009.pdf,0.8794806139948624
15603319.pdf,0.8773237303796737
56068028.pdf,0.8768201597802965
29968330.pdf,0.8761546152997373
26070334.pdf,0.874949679732784
18242317.pdf,0.8737411011363326
24001783.pdf,0.870472903536252
36102323.pdf,0.8686260879955345
27888251.pdf,0.8678142843236125
26921245.pdf,0.867794633945268
15546686.pdf,0.8672767542828049
40882926.pdf,0.8661457574287925
55712978.pdf,0.865429747003037
28165687.pdf,0.8642141978887087
20969119.pdf,0.8611038912298569
16849128.pdf,0.8518643542810993
24068423.pdf,0.8504084441106361
19851252.pdf,0.8433856294237773
16653657.pdf,0.8427513766447967
14140903.pdf,0.837067549782554
38216888.pdf,0.8131378215598903
